pair_id,wiki_a,title_a,url_a,wiki_b,title_b,url_b,same_subject,note
p121,jawiki,香港特別行政区旅券,https://ja.wikipedia.org/wiki/%E9%A6%99%E6%B8%AF%E7%89%B9%E5%88%A5%E8%A1%8C%E6%94%BF%E5%8C%BA%E6%97%85%E5%88%B8,trwiki,Hong Kong pasaportu,https://tr.wikipedia.org/wiki/Hong_Kong_pasaportu,,
p122,itwiki,Campionato mondiale femminile under 20 di calcio 2026,https://it.wikipedia.org/wiki/Campionato_mondiale_femminile_under_20_di_calcio_2026,jawiki,2026 FIFA U-20女子ワールドカップ,https://ja.wikipedia.org/wiki/2026_FIFA_U-20%E5%A5%B3%E5%AD%90%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%E3%82%AB%E3%83%83%E3%83%97,,
p123,enwiki,Santiago Buitrago,https://en.wikipedia.org/wiki/Santiago_Buitrago,nlwiki,Santiago Buitrago,https://nl.wikipedia.org/wiki/Santiago_Buitrago,,
p124,frwiki,Championnat du monde de Formule 1 2026,https://fr.wikipedia.org/wiki/Championnat_du_monde_de_Formule_1_2026,jawiki,2026年のF1世界選手権,https://ja.wikipedia.org/wiki/2026%E5%B9%B4%E3%81%AEF1%E4%B8%96%E7%95%8C%E9%81%B8%E6%89%8B%E6%A8%A9,,
p125,enwiki,Alison dos Santos,https://en.wikipedia.org/wiki/Alison_dos_Santos,itwiki,Alison dos Santos,https://it.wikipedia.org/wiki/Alison_dos_Santos,,
p126,frwiki,Williams FW48,https://fr.wikipedia.org/wiki/Williams_FW48,plwiki,Williams FW48,https://pl.wikipedia.org/wiki/Williams_FW48,,
p127,enwiki,Matteo Moschetti,https://en.wikipedia.org/wiki/Matteo_Moschetti,frwiki,Matteo Moschetti,https://fr.wikipedia.org/wiki/Matteo_Moschetti,,
p128,enwiki,Andreas Leknessund,https://en.wikipedia.org/wiki/Andreas_Leknessund,eswiki,Andreas Leknessund,https://es.wikipedia.org/wiki/Andreas_Leknessund,,
p129,frwiki,Place de Varsovie,https://fr.wikipedia.org/wiki/Place_de_Varsovie,plwiki,Place de Varsovie,https://pl.wikipedia.org/wiki/Place_de_Varsovie,,
p130,dewiki,Fußball-Bundesliga 2026/27,https://de.wikipedia.org/wiki/Fu%C3%9Fball-Bundesliga_2026/27,itwiki,Fußball-Bundesliga 2026-2027,https://it.wikipedia.org/wiki/Fu%C3%9Fball-Bundesliga_2026-2027,,
p131,itwiki,Presidenti dell'Egitto,https://it.wikipedia.org/wiki/Presidenti_dell%27Egitto,nlwiki,Lijst van presidenten van Egypte,https://nl.wikipedia.org/wiki/Lijst_van_presidenten_van_Egypte,,
p132,dewiki,Circuito de Madring,https://de.wikipedia.org/wiki/Circuito_de_Madring,enwiki,Madring,https://en.wikipedia.org/wiki/Madring,,
p133,enwiki,Tobias Halland Johannessen,https://en.wikipedia.org/wiki/Tobias_Halland_Johannessen,eswiki,Tobias Halland Johannessen,https://es.wikipedia.org/wiki/Tobias_Halland_Johannessen,,
p134,itwiki,Charles Leclerc,https://it.wikipedia.org/wiki/Charles_Leclerc,nlwiki,Charles Leclerc (autocoureur),https://nl.wikipedia.org/wiki/Charles_Leclerc_%28autocoureur%29,,
p135,enwiki,Andrzej Maria Deskur,https://en.wikipedia.org/wiki/Andrzej_Maria_Deskur,itwiki,Andrzej Maria Deskur,https://it.wikipedia.org/wiki/Andrzej_Maria_Deskur,,
p136,enwiki,Hong Kong Special Administrative Region passport,https://en.wikipedia.org/wiki/Hong_Kong_Special_Administrative_Region_passport,jawiki,香港特別行政区旅券,https://ja.wikipedia.org/wiki/%E9%A6%99%E6%B8%AF%E7%89%B9%E5%88%A5%E8%A1%8C%E6%94%BF%E5%8C%BA%E6%97%85%E5%88%B8,,
p137,enwiki,Street Fighter 6,https://en.wikipedia.org/wiki/Street_Fighter_6,zhwiki,快打旋風6,https://zh.wikipedia.org/wiki/%E5%BF%AB%E6%89%93%E6%97%8B%E9%A2%A86,,
p138,eswiki,Kenneth Bednarek,https://es.wikipedia.org/wiki/Kenneth_Bednarek,itwiki,Kenneth Bednarek,https://it.wikipedia.org/wiki/Kenneth_Bednarek,,
p139,eswiki,Vuelta a España,https://es.wikipedia.org/wiki/Vuelta_a_Espa%C3%B1a,nlwiki,Ronde van Spanje,https://nl.wikipedia.org/wiki/Ronde_van_Spanje,,
p140,enwiki,Hermine Braunsteiner,https://en.wikipedia.org/wiki/Hermine_Braunsteiner,frwiki,Hermine Braunsteiner,https://fr.wikipedia.org/wiki/Hermine_Braunsteiner,,
p141,eswiki,Ferrari SF-26,https://es.wikipedia.org/wiki/Ferrari_SF-26,itwiki,Ferrari SF-26,https://it.wikipedia.org/wiki/Ferrari_SF-26,,
p142,enwiki,2026–27 Feyenoord season,https://en.wikipedia.org/wiki/2026%E2%80%9327_Feyenoord_season,nlwiki,Feyenoord in het seizoen 2026/27 (mannen),https://nl.wikipedia.org/wiki/Feyenoord_in_het_seizoen_2026/27_%28mannen%29,,
p143,itwiki,Andrea Kimi Antonelli,https://it.wikipedia.org/wiki/Andrea_Kimi_Antonelli,nlwiki,Kimi Antonelli,https://nl.wikipedia.org/wiki/Kimi_Antonelli,,
p144,itwiki,Exequiel Zeballos,https://it.wikipedia.org/wiki/Exequiel_Zeballos,ruwiki,"Себальос, Эсекиэль",https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B1%D0%B0%D0%BB%D1%8C%D0%BE%D1%81%2C_%D0%AD%D1%81%D0%B5%D0%BA%D0%B8%D1%8D%D0%BB%D1%8C,,
p145,enwiki,2026–27 Segunda División,https://en.wikipedia.org/wiki/2026%E2%80%9327_Segunda_Divisi%C3%B3n,eswiki,Segunda División de España 2026-27,https://es.wikipedia.org/wiki/Segunda_Divisi%C3%B3n_de_Espa%C3%B1a_2026-27,,
p146,eswiki,Aaliyah Butler,https://es.wikipedia.org/wiki/Aaliyah_Butler,itwiki,Aaliyah Butler,https://it.wikipedia.org/wiki/Aaliyah_Butler,,
p147,eswiki,Billy Gilmour,https://es.wikipedia.org/wiki/Billy_Gilmour,itwiki,Billy Gilmour,https://it.wikipedia.org/wiki/Billy_Gilmour,,
p148,ruwiki,"Одиссея (фильм, 2026)",https://ru.wikipedia.org/wiki/%D0%9E%D0%B4%D0%B8%D1%81%D1%81%D0%B5%D1%8F_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%2C_2026%29,zhwiki,奧德賽 (電影),https://zh.wikipedia.org/wiki/%E5%A5%A7%E5%BE%B7%E8%B3%BD_%28%E9%9B%BB%E5%BD%B1%29,,
p149,jawiki,アービッド・リンドブラッド,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%BC%E3%83%93%E3%83%83%E3%83%89%E3%83%BB%E3%83%AA%E3%83%B3%E3%83%89%E3%83%96%E3%83%A9%E3%83%83%E3%83%89,plwiki,Arvid Lindblad,https://pl.wikipedia.org/wiki/Arvid_Lindblad,,
p150,eswiki,Bayern de Múnich,https://es.wikipedia.org/wiki/Bayern_de_M%C3%BAnich,itwiki,Fußball-Club Bayern München,https://it.wikipedia.org/wiki/Fu%C3%9Fball-Club_Bayern_M%C3%BCnchen,,
p151,frwiki,Jakob Omrzel,https://fr.wikipedia.org/wiki/Jakob_Omrzel,itwiki,Jakob Omrzel,https://it.wikipedia.org/wiki/Jakob_Omrzel,,
p152,eswiki,Leyanis Pérez Hernández,https://es.wikipedia.org/wiki/Leyanis_P%C3%A9rez_Hern%C3%A1ndez,itwiki,Leyanis Pérez Hernández,https://it.wikipedia.org/wiki/Leyanis_P%C3%A9rez_Hern%C3%A1ndez,,
p153,eswiki,Rumesh Tharanga,https://es.wikipedia.org/wiki/Rumesh_Tharanga,itwiki,Rumesh Tharanga,https://it.wikipedia.org/wiki/Rumesh_Tharanga,,
p154,enwiki,Gerben Thijssen,https://en.wikipedia.org/wiki/Gerben_Thijssen,frwiki,Gerben Thijssen,https://fr.wikipedia.org/wiki/Gerben_Thijssen,,
p155,enwiki,2027 FIVB Women's Volleyball World Cup,https://en.wikipedia.org/wiki/2027_FIVB_Women%27s_Volleyball_World_Cup,ptwiki,Campeonato Mundial de Voleibol Feminino de 2027,https://pt.wikipedia.org/wiki/Campeonato_Mundial_de_Voleibol_Feminino_de_2027,,
p156,frwiki,Kimi Antonelli,https://fr.wikipedia.org/wiki/Kimi_Antonelli,itwiki,Andrea Kimi Antonelli,https://it.wikipedia.org/wiki/Andrea_Kimi_Antonelli,,
p157,itwiki,Haas VF-26,https://it.wikipedia.org/wiki/Haas_VF-26,plwiki,Haas VF-26,https://pl.wikipedia.org/wiki/Haas_VF-26,,
p158,enwiki,Tim Marsman,https://en.wikipedia.org/wiki/Tim_Marsman,frwiki,Tim Marsman,https://fr.wikipedia.org/wiki/Tim_Marsman,,
p159,dewiki,Formel-1-Weltmeisterschaft 2026,https://de.wikipedia.org/wiki/Formel-1-Weltmeisterschaft_2026,plwiki,Formuła 1 Sezon 2026,https://pl.wikipedia.org/wiki/Formu%C5%82a_1_Sezon_2026,,
p160,enwiki,Oscar Onley,https://en.wikipedia.org/wiki/Oscar_Onley,frwiki,Oscar Onley,https://fr.wikipedia.org/wiki/Oscar_Onley,,
p161,enwiki,Kobbie Mainoo,https://en.wikipedia.org/wiki/Kobbie_Mainoo,frwiki,Kobbie Mainoo,https://fr.wikipedia.org/wiki/Kobbie_Mainoo,,
p162,itwiki,Campionato mondiale femminile under 20 di calcio 2026,https://it.wikipedia.org/wiki/Campionato_mondiale_femminile_under_20_di_calcio_2026,zhwiki,2026年國際足協U-20女子世界盃,https://zh.wikipedia.org/wiki/2026%E5%B9%B4%E5%9C%8B%E9%9A%9B%E8%B6%B3%E5%8D%94U-20%E5%A5%B3%E5%AD%90%E4%B8%96%E7%95%8C%E7%9B%83,,
p163,enwiki,Ludovico Crescioli,https://en.wikipedia.org/wiki/Ludovico_Crescioli,frwiki,Ludovico Crescioli,https://fr.wikipedia.org/wiki/Ludovico_Crescioli,,
p164,frwiki,Championnat du monde de Formule 1 2026,https://fr.wikipedia.org/wiki/Championnat_du_monde_de_Formule_1_2026,ruwiki,Формула-1 в сезоне 2026,https://ru.wikipedia.org/wiki/%D0%A4%D0%BE%D1%80%D0%BC%D1%83%D0%BB%D0%B0-1_%D0%B2_%D1%81%D0%B5%D0%B7%D0%BE%D0%BD%D0%B5_2026,,
p165,enwiki,Rumesh Pathirage,https://en.wikipedia.org/wiki/Rumesh_Pathirage,eswiki,Rumesh Pathirage,https://es.wikipedia.org/wiki/Rumesh_Pathirage,,
p166,frwiki,Mercedes-AMG F1 W17 E Performance,https://fr.wikipedia.org/wiki/Mercedes-AMG_F1_W17_E_Performance,plwiki,Mercedes-AMG F1 W17 E Performance,https://pl.wikipedia.org/wiki/Mercedes-AMG_F1_W17_E_Performance,,
p167,nlwiki,FIA Formule 3-kampioenschap 2026,https://nl.wikipedia.org/wiki/FIA_Formule_3-kampioenschap_2026,plwiki,Formuła 3 Sezon 2026,https://pl.wikipedia.org/wiki/Formu%C5%82a_3_Sezon_2026,,
p168,eswiki,Premiata Forneria Marconi,https://es.wikipedia.org/wiki/Premiata_Forneria_Marconi,itwiki,Premiata Forneria Marconi,https://it.wikipedia.org/wiki/Premiata_Forneria_Marconi,,
p169,eswiki,Ferrari SF-26,https://es.wikipedia.org/wiki/Ferrari_SF-26,frwiki,Ferrari SF-26,https://fr.wikipedia.org/wiki/Ferrari_SF-26,,
p170,enwiki,2026–27 I liga,https://en.wikipedia.org/wiki/2026%E2%80%9327_I_liga,plwiki,I liga polska w piłce nożnej (2026/2027),https://pl.wikipedia.org/wiki/I_liga_polska_w_pi%C5%82ce_no%C5%BCnej_%282026/2027%29,,
p171,itwiki,Campionato FIA di Formula 2 2026,https://it.wikipedia.org/wiki/Campionato_FIA_di_Formula_2_2026,nlwiki,Formule 2 in 2026,https://nl.wikipedia.org/wiki/Formule_2_in_2026,,
p172,enwiki,Charlotte Henrich,https://en.wikipedia.org/wiki/Charlotte_Henrich,itwiki,Charlotte Henrich,https://it.wikipedia.org/wiki/Charlotte_Henrich,,
p173,eswiki,Guillaume Martin,https://es.wikipedia.org/wiki/Guillaume_Martin,nlwiki,Guillaume Martin,https://nl.wikipedia.org/wiki/Guillaume_Martin,,
p174,eswiki,Matteo Politano,https://es.wikipedia.org/wiki/Matteo_Politano,itwiki,Matteo Politano,https://it.wikipedia.org/wiki/Matteo_Politano,,
p175,enwiki,Clément Berthet,https://en.wikipedia.org/wiki/Cl%C3%A9ment_Berthet,itwiki,Clément Berthet,https://it.wikipedia.org/wiki/Cl%C3%A9ment_Berthet,,
p176,plwiki,Formuła 1 Sezon 2026,https://pl.wikipedia.org/wiki/Formu%C5%82a_1_Sezon_2026,ptwiki,Campeonato Mundial de Fórmula 1 de 2026,https://pt.wikipedia.org/wiki/Campeonato_Mundial_de_F%C3%B3rmula_1_de_2026,,
p177,frwiki,Age of Empires,https://fr.wikipedia.org/wiki/Age_of_Empires,plwiki,Age of Empires,https://pl.wikipedia.org/wiki/Age_of_Empires,,
p178,dewiki,Adil Bourabaa,https://de.wikipedia.org/wiki/Adil_Bourabaa,frwiki,Adil Bourabaa,https://fr.wikipedia.org/wiki/Adil_Bourabaa,,
p179,itwiki,Cadillac Formula 1 Team,https://it.wikipedia.org/wiki/Cadillac_Formula_1_Team,plwiki,Cadillac F1,https://pl.wikipedia.org/wiki/Cadillac_F1,,
p180,enwiki,Kylian Mbappé,https://en.wikipedia.org/wiki/Kylian_Mbapp%C3%A9,ptwiki,Kylian Mbappé,https://pt.wikipedia.org/wiki/Kylian_Mbapp%C3%A9,,
p181,frwiki,Mezian Mesloub,https://fr.wikipedia.org/wiki/Mezian_Mesloub,ruwiki,"Меслуб, Мезиан",https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%81%D0%BB%D1%83%D0%B1%2C_%D0%9C%D0%B5%D0%B7%D0%B8%D0%B0%D0%BD,,
p182,jawiki,バルテリ・ボッタス,https://ja.wikipedia.org/wiki/%E3%83%90%E3%83%AB%E3%83%86%E3%83%AA%E3%83%BB%E3%83%9C%E3%83%83%E3%82%BF%E3%82%B9,nlwiki,Valtteri Bottas,https://nl.wikipedia.org/wiki/Valtteri_Bottas,,
p183,enwiki,Cupra Raval,https://en.wikipedia.org/wiki/Cupra_Raval,itwiki,Cupra Raval,https://it.wikipedia.org/wiki/Cupra_Raval,,
p184,frwiki,Aston Martin AMR26,https://fr.wikipedia.org/wiki/Aston_Martin_AMR26,itwiki,Aston Martin AMR26,https://it.wikipedia.org/wiki/Aston_Martin_AMR26,,
p185,frwiki,Kenneth Bednarek,https://fr.wikipedia.org/wiki/Kenneth_Bednarek,itwiki,Kenneth Bednarek,https://it.wikipedia.org/wiki/Kenneth_Bednarek,,
p186,dewiki,UCI WorldTour 2026,https://de.wikipedia.org/wiki/UCI_WorldTour_2026,eswiki,UCI WorldTour 2026,https://es.wikipedia.org/wiki/UCI_WorldTour_2026,,
p187,frwiki,Clément Berthet,https://fr.wikipedia.org/wiki/Cl%C3%A9ment_Berthet,nlwiki,Clément Berthet,https://nl.wikipedia.org/wiki/Cl%C3%A9ment_Berthet,,
p188,enwiki,Alexandre Lacazette,https://en.wikipedia.org/wiki/Alexandre_Lacazette,plwiki,Alexandre Lacazette,https://pl.wikipedia.org/wiki/Alexandre_Lacazette,,
p189,dewiki,Christopher Nkunku,https://de.wikipedia.org/wiki/Christopher_Nkunku,frwiki,Christopher Nkunku,https://fr.wikipedia.org/wiki/Christopher_Nkunku,,
p190,enwiki,Manchester derby,https://en.wikipedia.org/wiki/Manchester_derby,zhwiki,曼徹斯特德比,https://zh.wikipedia.org/wiki/%E6%9B%BC%E5%BE%B9%E6%96%AF%E7%89%B9%E5%BE%B7%E6%AF%94,,
p191,jawiki,2026年のF1世界選手権,https://ja.wikipedia.org/wiki/2026%E5%B9%B4%E3%81%AEF1%E4%B8%96%E7%95%8C%E9%81%B8%E6%89%8B%E6%A8%A9,ptwiki,Campeonato Mundial de Fórmula 1 de 2026,https://pt.wikipedia.org/wiki/Campeonato_Mundial_de_F%C3%B3rmula_1_de_2026,,
p192,enwiki,Melissa Jefferson-Wooden,https://en.wikipedia.org/wiki/Melissa_Jefferson-Wooden,frwiki,Melissa Jefferson-Wooden,https://fr.wikipedia.org/wiki/Melissa_Jefferson-Wooden,,
p193,dewiki,Luzech,https://de.wikipedia.org/wiki/Luzech,plwiki,Luzech,https://pl.wikipedia.org/wiki/Luzech,,
p194,eswiki,Gran Premio de la montaña en la Vuelta a España,https://es.wikipedia.org/wiki/Gran_Premio_de_la_monta%C3%B1a_en_la_Vuelta_a_Espa%C3%B1a,frwiki,Grand Prix de la montagne du Tour d'Espagne,https://fr.wikipedia.org/wiki/Grand_Prix_de_la_montagne_du_Tour_d%27Espagne,,
p195,dewiki,Cupra Raval,https://de.wikipedia.org/wiki/Cupra_Raval,itwiki,Cupra Raval,https://it.wikipedia.org/wiki/Cupra_Raval,,
p196,hiwiki,मुहम्मद मुर्सी,https://hi.wikipedia.org/wiki/%E0%A4%AE%E0%A5%81%E0%A4%B9%E0%A4%AE%E0%A5%8D%E0%A4%AE%E0%A4%A6_%E0%A4%AE%E0%A5%81%E0%A4%B0%E0%A5%8D%E0%A4%B8%E0%A5%80,itwiki,Mohamed Morsi,https://it.wikipedia.org/wiki/Mohamed_Morsi,,
p197,enwiki,Brahmin,https://en.wikipedia.org/wiki/Brahmin,plwiki,Brahmin,https://pl.wikipedia.org/wiki/Brahmin,,
p198,fawiki,والیبال قهرمانی مردان آسیا,https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D9%84%DB%8C%D8%A8%D8%A7%D9%84_%D9%82%D9%87%D8%B1%D9%85%D8%A7%D9%86%DB%8C_%D9%85%D8%B1%D8%AF%D8%A7%D9%86_%D8%A2%D8%B3%DB%8C%D8%A7,ruwiki,Чемпионат Азии по волейболу,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BC%D0%BF%D0%B8%D0%BE%D0%BD%D0%B0%D1%82_%D0%90%D0%B7%D0%B8%D0%B8_%D0%BF%D0%BE_%D0%B2%D0%BE%D0%BB%D0%B5%D0%B9%D0%B1%D0%BE%D0%BB%D1%83,,
p199,dewiki,Lorena Wiebes,https://de.wikipedia.org/wiki/Lorena_Wiebes,frwiki,Lorena Wiebes,https://fr.wikipedia.org/wiki/Lorena_Wiebes,,
p200,frwiki,Grand Prix automobile d'Espagne,https://fr.wikipedia.org/wiki/Grand_Prix_automobile_d%27Espagne,zhwiki,西班牙大奖赛,https://zh.wikipedia.org/wiki/%E8%A5%BF%E7%8F%AD%E7%89%99%E5%A4%A7%E5%A5%96%E8%B5%9B,,
